"Workflow Name","Document Type","Workflow State Field","Is Active","Don't Override Status","Send Email Alert","ID (Document States)","State (Document States)","Only Allow Edit For (Document States)","Doc Status (Document States)","Update Field (Document States)","Update Value (Document States)","Is Optional State (Document States)","Next Action Email Template (Document States)","Message (Document States)","ID (Transitions)","State (Transitions)","Action (Transitions)","Next State (Transitions)","Allowed (Transitions)","Allow Self Approval (Transitions)","Condition (Transitions)"
"","","","","","","2fbd78b049","Requested for More Details by Primary Master Team","Area Sales Manager","0","","Requested for More Details by Primary Master Team",0,"","","c757dcc740","Pending with Primary Master Processing","Approve Customer","Primary Customer Approved","Primary Customer Master Approver",1,"doc.customer_id"
"","","","","","","","","","","","","","","","ac333c5095","Pending with Primary Master Processing","Request for More Details","Requested for More Details by Primary Master Team","Primary Customer Master Approver",1,""
"","","","","","","","","","","","","","","","b00935fbd0","Requested for More Details by Primary Master Team","Resend for Primary Master Processing","Resent for Primary Master Processing","Area Sales Manager",1,"doc.owner == frappe.session.user  or doc.asm_user == frappe.session.user"
"","","","","","","","","","","","","","","","89c8ba14cc","Resent for Primary Master Processing","Approve Customer","Primary Customer Approved","Primary Customer Master Approver",1,"doc.customer_id"
"Secondary Customer Workflow","Secondary Customer Form","workflow_state",1,0,0,"3ba820ae12","Pending For Secondary Customer Additional Details","Area Sales Manager","0","","Pending For Secondary Customer Additional Details",0,"","","566d52e95a","Pending For Secondary Customer Additional Details","Send For NSM Approval","Pending for NSM Approval","Area Sales Manager",1,""
"","","","","","","176d0f0b40","Pending for NSM Approval","National Sales Manager","0","","Pending for NSM Approval",0,"","","e3fc89c176","Pending for NSM Approval","Approve Customer","Pending with Secondary Master Processing","National Sales Manager",1,""
"","","","","","","07208acb97","Resent for NSM Approval","National Sales Manager","0","","Resent for NSM Approval",0,"","","492c198176","Pending for NSM Approval","Reject Customer","Rejected by NSM","National Sales Manager",1,""
"","","","","","","7b5e0216ed","Pending with Secondary Master Processing","Secondary Customer Master Approver","0","","Pending with Secondary Master Processing",0,"","","332f7202e9","Pending for NSM Approval","Request for More Details","Requested for More Details by NSM","National Sales Manager",1,""
"","","","","","","af35ccec8f","Resent for Secondary Master Processing","Secondary Customer Master Approver","0","","Resent for Secondary Master Processing",0,"","","83ceca5081","Requested for More Details by NSM","Resend for NSM Approval","Resent for NSM Approval","Area Sales Manager",1,""
"","","","","","","66dd3b4513","Secondary Customer Approved","Secondary Customer Master Approver","0","","Secondary Customer Approved",0,"","","7078fb0526","Resent for NSM Approval","Approve Customer","Pending with Secondary Master Processing","National Sales Manager",1,""
"","","","","","","11210743db","Rejected by NSM","Administrator","0","","Rejected by NSM",0,"","","dbdeeef435","Resent for NSM Approval","Reject Customer","Rejected by NSM","National Sales Manager",1,""
"","","","","","","2bfd330953","Requested for More Details by NSM","Area Sales Manager","0","","Requested for More Details by NSM",0,"","","67599bde0d","Resent for NSM Approval","Request for More Details","Requested for More Details by NSM","National Sales Manager",1,""
"","","","","","","a645e36094","Requested for More Details by Secondary Master Team","Area Sales Manager","0","","Requested for More Details by Secondary Master Team",0,"","","a0f3c4d28f","Pending with Secondary Master Processing","Approve Customer","Secondary Customer Approved","Secondary Customer Master Approver",1,""
"","","","","","","","","","","","","","","","e257f687ea","Pending with Secondary Master Processing","Request for More Details","Requested for More Details by Secondary Master Team","Secondary Customer Master Approver",1,""
"","","","","","","","","","","","","","","","632aba5094","Requested for More Details by Secondary Master Team","Resend for Secondary Master Processing","Resent for Secondary Master Processing","Area Sales Manager",1,""
"","","","","","","","","","","","","","","","06b4c9391f","Resent for Secondary Master Processing","Approve Customer","Secondary Customer Approved","Secondary Customer Master Approver",1,""
"Lead Workflow","Lead","workflow_state",1,0,0,"1146b1166c","Pending with Customer Support Team","Customer Support Team","0","","",0,"","","21297c140f","Pending with Customer Support Team","Create Primary Customer","Primary Customer Created","Customer Support Team",1,"(doc.customer_type == ""Direct Distributor"" or doc.customer_type == ""Super Stockist"") and doc.asm_user"
"","","","","","","abe7402e36","Primary Customer Created","Customer Support Team","0","","",0,"","","61eedb6c91","Pending with Customer Support Team","Create Secondary Customer","Secondary Customer Created","Customer Support Team",1,"doc.customer_type == ""Indirect Distributor"" and doc.asm_user"
"","","","","","","5975f1f1ce","Secondary Customer Created","Customer Support Team","0","","",0,"","","f1a855629f","Pending with Customer Support Team","Reject","Lead Rejected","Customer Support Team",1,""
"","","","","","","3cc4100144","Lead Rejected","Customer Support Team","0","","",0,"","","","","","","","",""
